Column1,Column2
"Hello, I have some concerns regarding the requirements for advanced runs. As a rogue enjoyer, I find it very difficult to meet the reqs. You need 4 points total and it is frankly too difficult for me to reach. I feel like I'm missing out on a lot of things I shouldn't be, as I am highly capable of doing nests and cults and voids but not o3 yet. Please take what I say into consideration, thank you.","Hey, sorry you feel this way. Our advanced reqs are made based off of damage and rogue by default just doesn't do as much as most characters. On the sheet however we do have avarice at 3 points which is very generous as well as monocle which for rogue which gives you already half of the required points. Hopefully this helped."
snake unmuting me and disconnecting me from lounge,"Hello, can you elaborate a little bit? Did snake do that out of nowhere? We trust our staff, so I'm sure there's a reasonable explanation. ty :))"
Koolfizz is having a channel open for much longer than 30 minutes. I have been told this is not allowed.,"Hey there, you're correct as channels cannot be open for longer than 30 minutes in a chain. However, our timestamps show the channel being created for a total of 34 minutes before being deleted. Taking into account the time of the afk check and calling location, the channel was open for almost exactly 30 minutes"
"Hi, I don't know why I am blacklisted but I am returning player from few years ago. Can I rejoin?",Absolutely - please contact any security and we'll sort this out.
I don't have a clip of it. It was someone in Snake's irl surroundings that could be heard through VC.,"Okay, thank you so much for your time. We will try to see whats going on. Just keep in mind, everyone isn't always going to have the best mic with the best noise suppression so just bare with him for the time being:)) enjoy your day/night"
There was a background person in Snake's run who would persistently make sexual and distracting comments in the Nest chain,"Hello, we apologize for the experience. We'll take a look at it and notify HRLs. Can you elaborate, did Snake unmute someone or was it just in Snake's irl surroundings? Also, did you happen to clip it?"
This guy cutepid puts up a headcount gets all the reacts and decides to join another RL's raid instead right after.,"Hey, a headcount is just a gauge to see how a potential raid can preform. No rl is obligated to put up a run after a headcount. Sorry about that!"
"randomly moaning instead of calling loc, singing in the middle of the run and generally acting like he snorted 3 adderall >.>",LOL sorry for the inconvenience ;-; do u happen to have a clip or anything?
Yo vet verify in LH doesnt work https://discord.com/channels/343704644712923138/347885015964712970/1101246387573768202,"Hey mate, ill give it to you now."
"Hey mods, I'm having trouble figuring out how to get cult/void/halls tags to my account for call outs. I thought this was a bot command but am not sure. Is this still the case or do I need to talk to someone for this? Thanks!",Hey if you just head over to the channel named <#787200146357354528> under the raiding section you can select which roles you'll be given by the bot to get pings for. Hope this helps.
Blip in adv void failed a void by not instructing people to clear minions. it was horrible.,"Alright thanks, we will notify the HRL team"
"Hello, what is wrong with cutepid? This person was making whole raid very uncomfortable with its voice and also calling us sweeties and so much more, it was telling us some story and it wasnt leading at all, at the end of the raid it left","Thanks for letting us know, we will notify the HRL team and hopefully change his attitude"
"I'm quite new to the discord side of rotmg. I'm a old player that used to play many years ago and recently returned. I'm trying to get my head around the gear requirements since I don't really know the items, my current question is if my current hide is allowed or if it gives me -1 point since its ST and I have no idea what rule applies to the ST's apart from whole sets?","Hey there, if you're talking about the advanced req sheet there are items that have corresponding points when used. If you do not see the item you want to bring on the sheet then that means that it doesn't meet the reqs and can only be used with the full ST set."
